condition_id,permit_type_id,phase,title_ja,legal_basis,severity,evidence_hint,source_id,notes
COND-CONDO-MGMT-OBTAIN-02,pt-condo-mgmt,obtain,申請書類・添付書類の整備,マンション管理適正化法第6条,required,docs/company/licenses/records/,,種別ごとの添付書類
COND-CONDO-MGMT-OBTAIN-03,pt-condo-mgmt,obtain,人的・物的要件の充足確認,マンション管理適正化法第6条,required,docs/company/licenses/records/,,責任者・設備・保証金等
COND-CONSTRUCTION-GENERAL-OBTAIN-01,pt-construction-general,obtain,建設業許可（一般建設業）の申請・取得,建設業法第3条,required,docs/company/licenses/records/,,営業開始前必須
COND-CONSTRUCTION-GENERAL-OBTAIN-02,pt-construction-general,obtain,申請書類・添付書類の整備,建設業法第3条,required,docs/company/licenses/records/,,種別ごとの添付書類
COND-CONSTRUCTION-GENERAL-OBTAIN-03,pt-construction-general,obtain,人的・物的要件の充足確認,建設業法第3条,required,docs/company/licenses/records/,,責任者・設備・保証金等
COND-CONSTRUCTION-SPECIFIC-OBTAIN-01,pt-construction-specific,obtain,建設業許可（特定建設業）の申請・取得,建設業法第3条,required,docs/company/licenses/records/,,営業開始前必須
COND-CONSTRUCTION-SPECIFIC-OBTAIN-02,pt-construction-specific,obtain,申請書類・添付書類の整備,建設業法第3条,required,docs/company/licenses/records/,,種別ごとの添付書類
COND-CONSTRUCTION-SPECIFIC-OBTAIN-03,pt-construction-specific,obtain,人的・物的要件の充足確認,建設業法第3条,required,docs/company/licenses/records/,,責任者・設備・保証金等
COND-ARCHITECT-OFFICE-OBTAIN-01,pt-architect-office,obtain,建築士事務所登録の申請・取得,建築士法第20条の2,required,docs/company/licenses/records/,,営業開始前必須
COND-ARCHITECT-OFFICE-OBTAIN-02,pt-architect-office,obtain,申請書類・添付書類の整備,建築士法第20条の2,required,docs/company/licenses/records/,,種別ごとの添付書類
COND-ARCHITECT-OFFICE-OBTAIN-03,pt-architect-office,obtain,人的・物的要件の充足確認,建築士法第20条の2,required,docs/company/licenses/records/,,責任者・設備・保証金等
COND-FREIGHT-FORWARDING-OBTAIN-01,pt-freight-forwarding,obtain,一般貨物自動車運送事業許可の申請・取得,貨物自動車運送事業法第4条,required,docs/company/licenses/records/,,営業開始前必須
COND-FREIGHT-FORWARDING-OBTAIN-02,pt-freight-forwarding,obtain,申請書類・添付書類の整備,貨物自動車運送事業法第4条,required,docs/company/licenses/records/,,種別ごとの添付書類
COND-FREIGHT-FORWARDING-OBTAIN-03,pt-freight-forwarding,obtain,人的・物的要件の充足確認,貨物自動車運送事業法第4条,required,docs/company/licenses/records/,,責任者・設備・保証金等
COND-BUS-COMMON-OBTAIN-01,pt-bus-common,obtain,一般乗合旅客自動車運送事業許可の申請・取得,道路運送法第4条,required,docs/company/licenses/records/,,営業開始前必須
COND-BUS-COMMON-OBTAIN-02,pt-bus-common,obtain,申請書類・添付書類の整備,道路運送法第4条,required,docs/company/licenses/records/,,種別ごとの添付書類
COND-BUS-COMMON-OBTAIN-03,pt-bus-common,obtain,人的・物的要件の充足確認,道路運送法第4条,required,docs/company/licenses/records/,,責任者・設備・保証金等
COND-TAXI-OBTAIN-01,pt-taxi,obtain,一般乗用旅客自動車運送事業許可の申請・取得,道路運送法第4条,required,docs/company/licenses/records/,,営業開始前必須
COND-TAXI-OBTAIN-02,pt-taxi,obtain,申請書類・添付書類の整備,道路運送法第4条,required,docs/company/licenses/records/,,種別ごとの添付書類
COND-TAXI-OBTAIN-03,pt-taxi,obtain,人的・物的要件の充足確認,道路運送法第4条,required,docs/company/licenses/records/,,責任者・設備・保証金等
COND-MEDICAL-DEVICE-DIST-OBTAIN-01,pt-medical-device-dist,obtain,医療機器販売業許可の申請・取得,薬機法第13条,required,docs/company/licenses/records/,,営業開始前必須
COND-MEDICAL-DEVICE-DIST-OBTAIN-02,pt-medical-device-dist,obtain,申請書類・添付書類の整備,薬機法第13条,required,docs/company/licenses/records/,,種別ごとの添付書類
COND-MEDICAL-DEVICE-DIST-OBTAIN-03,pt-medical-device-dist,obtain,人的・物的要件の充足確認,薬機法第13条,required,docs/company/licenses/records/,,責任者・設備・保証金等
COND-MEDICAL-DEVICE-REPAIR-OBTAIN-01,pt-medical-device-repair,obtain,医療機器修理業許可の申請・取得,薬機法第14条,required,docs/company/licenses/records/,,営業開始前必須
COND-MEDICAL-DEVICE-REPAIR-OBTAIN-02,pt-medical-device-repair,obtain,申請書類・添付書類の整備,薬機法第14条,required,docs/company/licenses/records/,,種別ごとの添付書類
COND-MEDICAL-DEVICE-REPAIR-OBTAIN-03,pt-medical-device-repair,obtain,人的・物的要件の充足確認,薬機法第14条,required,docs/company/licenses/records/,,責任者・設備・保証金等
COND-CLINIC-OBTAIN-01,pt-clinic,obtain,診療所開設許可の申請・取得,医療法第19条,required,docs/company/licenses/records/,,営業開始前必須
COND-CLINIC-OBTAIN-02,pt-clinic,obtain,申請書類・添付書類の整備,医療法第19条,required,docs/company/licenses/records/,,種別ごとの添付書類
COND-CLINIC-OBTAIN-03,pt-clinic,obtain,人的・物的要件の充足確認,医療法第19条,required,docs/company/licenses/records/,,責任者・設備・保証金等
COND-HOSPITAL-OBTAIN-01,pt-hospital,obtain,病院開設許可の申請・取得,医療法第19条,required,docs/company/licenses/records/,,営業開始前必須
COND-HOSPITAL-OBTAIN-02,pt-hospital,obtain,申請書類・添付書類の整備,医療法第19条,required,docs/company/licenses/records/,,種別ごとの添付書類
COND-HOSPITAL-OBTAIN-03,pt-hospital,obtain,人的・物的要件の充足確認,医療法第19条,required,docs/company/licenses/records/,,責任者・設備・保証金等
COND-PHARMACY-OBTAIN-01,pt-pharmacy,obtain,薬局開設許可の申請・取得,薬局構造設備規則,required,docs/company/licenses/records/,,営業開始前必須
COND-PHARMACY-OBTAIN-02,pt-pharmacy,obtain,申請書類・添付書類の整備,薬局構造設備規則,required,docs/company/licenses/records/,,種別ごとの添付書類
COND-PHARMACY-OBTAIN-03,pt-pharmacy,obtain,人的・物的要件の充足確認,薬局構造設備規則,required,docs/company/licenses/records/,,責任者・設備・保証金等
COND-DENTAL-OBTAIN-01,pt-dental,obtain,歯科診療所開設届出の申請・取得,医療法第19条,required,docs/company/licenses/records/,,営業開始前必須
COND-DENTAL-OBTAIN-02,pt-dental,obtain,申請書類・添付書類の整備,医療法第19条,required,docs/company/licenses/records/,,種別ごとの添付書類
COND-DENTAL-OBTAIN-03,pt-dental,obtain,人的・物的要件の充足確認,医療法第19条,required,docs/company/licenses/records/,,責任者・設備・保証金等
COND-MONEY-LENDING-OBTAIN-01,pt-money-lending,obtain,貸金業登録の申請・取得,貸金業法第4条,required,docs/company/licenses/records/,,営業開始前必須
COND-MONEY-LENDING-OBTAIN-02,pt-money-lending,obtain,申請書類・添付書類の整備,貸金業法第4条,required,docs/company/licenses/records/,,種別ごとの添付書類
COND-MONEY-LENDING-OBTAIN-03,pt-money-lending,obtain,人的・物的要件の充足確認,貸金業法第4条,required,docs/company/licenses/records/,,責任者・設備・保証金等
COND-FUND-TRANSFER-OBTAIN-01,pt-fund-transfer,obtain,資金移動業者登録の申請・取得,資金決済に関する法律第37条,required,docs/company/licenses/records/,,営業開始前必須
COND-FUND-TRANSFER-OBTAIN-02,pt-fund-transfer,obtain,申請書類・添付書類の整備,資金決済に関する法律第37条,required,docs/company/licenses/records/,,種別ごとの添付書類
COND-FUND-TRANSFER-OBTAIN-03,pt-fund-transfer,obtain,人的・物的要件の充足確認,資金決済に関する法律第37条,required,docs/company/licenses/records/,,責任者・設備・保証金等
COND-CRYPTO-EXCHANGE-OBTAIN-01,pt-crypto-exchange,obtain,暗号資産交換業登録の申請・取得,資金決済に関する法律第63条,required,docs/company/licenses/records/,,営業開始前必須
COND-CRYPTO-EXCHANGE-OBTAIN-02,pt-crypto-exchange,obtain,申請書類・添付書類の整備,資金決済に関する法律第63条,required,docs/company/licenses/records/,,種別ごとの添付書類
COND-CRYPTO-EXCHANGE-OBTAIN-03,pt-crypto-exchange,obtain,人的・物的要件の充足確認,資金決済に関する法律第63条,required,docs/company/licenses/records/,,責任者・設備・保証金等
COND-STAFFING-OBTAIN-01,pt-staffing,obtain,労働者派遣事業許可の申請・取得,労働者派遣事業の適正な運営の確保及び派遣労働者の保護等に関する法律第5条,required,docs/company/licenses/records/,,営業開始前必須
COND-STAFFING-OBTAIN-02,pt-staffing,obtain,申請書類・添付書類の整備,労働者派遣事業の適正な運営の確保及び派遣労働者の保護等に関する法律第5条,required,docs/company/licenses/records/,,種別ごとの添付書類
COND-STAFFING-OBTAIN-03,pt-staffing,obtain,人的・物的要件の充足確認,労働者派遣事業の適正な運営の確保及び派遣労働者の保護等に関する法律第5条,required,docs/company/licenses/records/,,責任者・設備・保証金等
COND-JOB-INTRO-FREE-OBTAIN-01,pt-job-intro-free,obtain,無料職業紹介事業届出の申請・取得,職業安定法第32条の11,required,docs/company/licenses/records/,,営業開始前必須
COND-JOB-INTRO-FREE-OBTAIN-02,pt-job-intro-free,obtain,申請書類・添付書類の整備,職業安定法第32条の11,required,docs/company/licenses/records/,,種別ごとの添付書類
COND-JOB-INTRO-FREE-OBTAIN-03,pt-job-intro-free,obtain,人的・物的要件の充足確認,職業安定法第32条の11,required,docs/company/licenses/records/,,責任者・設備・保証金等
COND-WASTE-COLLECT-OBTAIN-01,pt-waste-collect,obtain,産業廃棄物収集運搬業許可の申請・取得,廃棄物の処理及び清掃に関する法律第7条,required,docs/company/licenses/records/,,営業開始前必須
COND-WASTE-COLLECT-OBTAIN-02,pt-waste-collect,obtain,申請書類・添付書類の整備,廃棄物の処理及び清掃に関する法律第7条,required,docs/company/licenses/records/,,種別ごとの添付書類
COND-WASTE-COLLECT-OBTAIN-03,pt-waste-collect,obtain,人的・物的要件の充足確認,廃棄物の処理及び清掃に関する法律第7条,required,docs/company/licenses/records/,,責任者・設備・保証金等
COND-WASTE-DISPOSAL-OBTAIN-01,pt-waste-disposal,obtain,産業廃棄物処分業許可の申請・取得,廃棄物の処理及び清掃に関する法律第7条,required,docs/company/licenses/records/,,営業開始前必須
COND-WASTE-DISPOSAL-OBTAIN-02,pt-waste-disposal,obtain,申請書類・添付書類の整備,廃棄物の処理及び清掃に関する法律第7条,required,docs/company/licenses/records/,,種別ごとの添付書類
COND-WASTE-DISPOSAL-OBTAIN-03,pt-waste-disposal,obtain,人的・物的要件の充足確認,廃棄物の処理及び清掃に関する法律第7条,required,docs/company/licenses/records/,,責任者・設備・保証金等
COND-GENERAL-WASTE-OBTAIN-01,pt-general-waste,obtain,一般廃棄物収集運搬業許可の申請・取得,廃棄物の処理及び清掃に関する法律第7条,required,docs/company/licenses/records/,,営業開始前必須
COND-GENERAL-WASTE-OBTAIN-02,pt-general-waste,obtain,申請書類・添付書類の整備,廃棄物の処理及び清掃に関する法律第7条,required,docs/company/licenses/records/,,種別ごとの添付書類
COND-GENERAL-WASTE-OBTAIN-03,pt-general-waste,obtain,人的・物的要件の充足確認,廃棄物の処理及び清掃に関する法律第7条,required,docs/company/licenses/records/,,責任者・設備・保証金等
COND-SECURITY-OBTAIN-01,pt-security,obtain,警備業認定の申請・取得,警備業法第4条,required,docs/company/licenses/records/,,営業開始前必須
COND-SECURITY-OBTAIN-02,pt-security,obtain,申請書類・添付書類の整備,警備業法第4条,required,docs/company/licenses/records/,,種別ごとの添付書類
COND-SECURITY-OBTAIN-03,pt-security,obtain,人的・物的要件の充足確認,警備業法第4条,required,docs/company/licenses/records/,,責任者・設備・保証金等
COND-TELECOM-OBTAIN-01,pt-telecom,obtain,電気通信事業届出の申請・取得,電気通信事業法第9条,required,docs/company/licenses/records/,,営業開始前必須
COND-TELECOM-OBTAIN-02,pt-telecom,obtain,申請書類・添付書類の整備,電気通信事業法第9条,required,docs/company/licenses/records/,,種別ごとの添付書類
COND-TELECOM-OBTAIN-03,pt-telecom,obtain,人的・物的要件の充足確認,電気通信事業法第9条,required,docs/company/licenses/records/,,責任者・設備・保証金等
COND-TELECOM-REGISTRATION-OBTAIN-01,pt-telecom-registration,obtain,電気通信事業登録（基礎的電気通信役務）の申請・取得,電気通信事業法第9条の2,required,docs/company/licenses/records/,,営業開始前必須
COND-TELECOM-REGISTRATION-OBTAIN-02,pt-telecom-registration,obtain,申請書類・添付書類の整備,電気通信事業法第9条の2,required,docs/company/licenses/records/,,種別ごとの添付書類
COND-TELECOM-REGISTRATION-OBTAIN-03,pt-telecom-registration,obtain,人的・物的要件の充足確認,電気通信事業法第9条の2,required,docs/company/licenses/records/,,責任者・設備・保証金等
COND-BROADCAST-OBTAIN-01,pt-broadcast,obtain,基幹放送事業許可の申請・取得,放送法第21条,required,docs/company/licenses/records/,,営業開始前必須
COND-BROADCAST-OBTAIN-02,pt-broadcast,obtain,申請書類・添付書類の整備,放送法第21条,required,docs/company/licenses/records/,,種別ごとの添付書類
COND-BROADCAST-OBTAIN-03,pt-broadcast,obtain,人的・物的要件の充足確認,放送法第21条,required,docs/company/licenses/records/,,責任者・設備・保証金等
COND-IMPORT-DECLARATION-OBTAIN-01,pt-import-declaration,obtain,輸入申告（通関）の申請・取得,関税法第67条,required,docs/company/licenses/records/,,営業開始前必須
COND-IMPORT-DECLARATION-OBTAIN-02,pt-import-declaration,obtain,申請書類・添付書類の整備,関税法第67条,required,docs/company/licenses/records/,,種別ごとの添付書類
COND-IMPORT-DECLARATION-OBTAIN-03,pt-import-declaration,obtain,人的・物的要件の充足確認,関税法第67条,required,docs/company/licenses/records/,,責任者・設備・保証金等
COND-EXPORT-DECLARATION-OBTAIN-01,pt-export-declaration,obtain,輸出申告（通関）の申請・取得,関税法第70条,required,docs/company/licenses/records/,,営業開始前必須
COND-EXPORT-DECLARATION-OBTAIN-02,pt-export-declaration,obtain,申請書類・添付書類の整備,関税法第70条,required,docs/company/licenses/records/,,種別ごとの添付書類
COND-EXPORT-DECLARATION-OBTAIN-03,pt-export-declaration,obtain,人的・物的要件の充足確認,関税法第70条,required,docs/company/licenses/records/,,責任者・設備・保証金等
COND-FUEIHO-1-OBTAIN-01,pt-fueiho-1,obtain,風俗営業第1種（キャバレー・クラブ等）の申請・取得,風俗営業等の規制及び業務の適正化等に関する法律第4条,required,docs/company/licenses/records/,,営業開始前必須
COND-FUEIHO-1-OBTAIN-02,pt-fueiho-1,obtain,申請書類・添付書類の整備,風俗営業等の規制及び業務の適正化等に関する法律第4条,required,docs/company/licenses/records/,,種別ごとの添付書類
COND-FUEIHO-1-OBTAIN-03,pt-fueiho-1,obtain,人的・物的要件の充足確認,風俗営業等の規制及び業務の適正化等に関する法律第4条,required,docs/company/licenses/records/,,責任者・設備・保証金等
COND-FUEIHO-2-OBTAIN-01,pt-fueiho-2,obtain,風俗営業第2種（料理店等）の申請・取得,風俗営業等の規制及び業務の適正化等に関する法律第4条,required,docs/company/licenses/records/,,営業開始前必須
COND-FUEIHO-2-OBTAIN-02,pt-fueiho-2,obtain,申請書類・添付書類の整備,風俗営業等の規制及び業務の適正化等に関する法律第4条,required,docs/company/licenses/records/,,種別ごとの添付書類
COND-FUEIHO-2-OBTAIN-03,pt-fueiho-2,obtain,人的・物的要件の充足確認,風俗営業等の規制及び業務の適正化等に関する法律第4条,required,docs/company/licenses/records/,,責任者・設備・保証金等
COND-TOKUTEI-YUKYO-OBTAIN-01,pt-tokutei-yukyo,obtain,特定遊興飲食店営業許可の申請・取得,風俗営業法関連,required,docs/company/licenses/records/,,営業開始前必須
COND-TOKUTEI-YUKYO-OBTAIN-02,pt-tokutei-yukyo,obtain,申請書類・添付書類の整備,風俗営業法関連,required,docs/company/licenses/records/,,種別ごとの添付書類
COND-TOKUTEI-YUKYO-OBTAIN-03,pt-tokutei-yukyo,obtain,人的・物的要件の充足確認,風俗営業法関連,required,docs/company/licenses/records/,,責任者・設備・保証金等
COND-TOBACCO-RETAIL-OBTAIN-01,pt-tobacco-retail,obtain,たばこ小売販売業届出の申請・取得,たばこ事業法第14条,required,docs/company/licenses/records/,,営業開始前必須
COND-TOBACCO-RETAIL-OBTAIN-02,pt-tobacco-retail,obtain,申請書類・添付書類の整備,たばこ事業法第14条,required,docs/company/licenses/records/,,種別ごとの添付書類
COND-TOBACCO-RETAIL-OBTAIN-03,pt-tobacco-retail,obtain,人的・物的要件の充足確認,たばこ事業法第14条,required,docs/company/licenses/records/,,責任者・設備・保証金等
COND-HOME-CARE-OBTAIN-01,pt-home-care,obtain,訪問介護事業指定の申請・取得,介護保険法第71条,required,docs/company/licenses/records/,,営業開始前必須
COND-HOME-CARE-OBTAIN-02,pt-home-care,obtain,申請書類・添付書類の整備,介護保険法第71条,required,docs/company/licenses/records/,,種別ごとの添付書類
COND-HOME-CARE-OBTAIN-03,pt-home-care,obtain,人的・物的要件の充足確認,介護保険法第71条,required,docs/company/licenses/records/,,責任者・設備・保証金等
COND-DAY-SERVICE-OBTAIN-01,pt-day-service,obtain,通所介護事業指定の申請・取得,介護保険法第71条,required,docs/company/licenses/records/,,営業開始前必須
COND-DAY-SERVICE-OBTAIN-02,pt-day-service,obtain,申請書類・添付書類の整備,介護保険法第71条,required,docs/company/licenses/records/,,種別ごとの添付書類
COND-DAY-SERVICE-OBTAIN-03,pt-day-service,obtain,人的・物的要件の充足確認,介護保険法第71条,required,docs/company/licenses/records/,,責任者・設備・保証金等
COND-DISABILITY-SUPPORT-OBTAIN-01,pt-disability-support,obtain,障害福祉サービス事業所指定の申請・取得,障害者総合支援法第71条,required,docs/company/licenses/records/,,営業開始前必須
COND-DISABILITY-SUPPORT-OBTAIN-02,pt-disability-support,obtain,申請書類・添付書類の整備,障害者総合支援法第71条,required,docs/company/licenses/records/,,種別ごとの添付書類
COND-DISABILITY-SUPPORT-OBTAIN-03,pt-disability-support,obtain,人的・物的要件の充足確認,障害者総合支援法第71条,required,docs/company/licenses/records/,,責任者・設備・保証金等
COND-SENSHU-SCHOOL-OBTAIN-01,pt-senshu-school,obtain,専修学校設置認可の申請・取得,学校教育法第82条,required,docs/company/licenses/records/,,営業開始前必須
COND-SENSHU-SCHOOL-OBTAIN-02,pt-senshu-school,obtain,申請書類・添付書類の整備,学校教育法第82条,required,docs/company/licenses/records/,,種別ごとの添付書類
COND-SENSHU-SCHOOL-OBTAIN-03,pt-senshu-school,obtain,人的・物的要件の充足確認,学校教育法第82条,required,docs/company/licenses/records/,,責任者・設備・保証金等
COND-MISC-SCHOOL-OBTAIN-01,pt-misc-school,obtain,各種学校設置認可の申請・取得,学校教育法第83条,required,docs/company/licenses/records/,,営業開始前必須
COND-MISC-SCHOOL-OBTAIN-02,pt-misc-school,obtain,申請書類・添付書類の整備,学校教育法第83条,required,docs/company/licenses/records/,,種別ごとの添付書類
COND-MISC-SCHOOL-OBTAIN-03,pt-misc-school,obtain,人的・物的要件の充足確認,学校教育法第83条,required,docs/company/licenses/records/,,責任者・設備・保証金等
COND-FARMLAND-CONVERSION-OBTAIN-01,pt-farmland-conversion,obtain,農地転用許可の申請・取得,農地法第4条,required,docs/company/licenses/records/,,営業開始前必須
COND-FARMLAND-CONVERSION-OBTAIN-02,pt-farmland-conversion,obtain,申請書類・添付書類の整備,農地法第4条,required,docs/company/licenses/records/,,種別ごとの添付書類
COND-FARMLAND-CONVERSION-OBTAIN-03,pt-farmland-conversion,obtain,人的・物的要件の充足確認,農地法第4条,required,docs/company/licenses/records/,,責任者・設備・保証金等
COND-FISHERY-RIGHT-OBTAIN-01,pt-fishery-right,obtain,漁業権設定・許可の申請・取得,漁業法,required,docs/company/licenses/records/,,営業開始前必須
COND-FISHERY-RIGHT-OBTAIN-02,pt-fishery-right,obtain,申請書類・添付書類の整備,漁業法,required,docs/company/licenses/records/,,種別ごとの添付書類
COND-FISHERY-RIGHT-OBTAIN-03,pt-fishery-right,obtain,人的・物的要件の充足確認,漁業法,required,docs/company/licenses/records/,,責任者・設備・保証金等
COND-ELECTRICITY-RETAIL-OBTAIN-01,pt-electricity-retail,obtain,小売電気事業登録の申請・取得,電気事業法第2条の11,required,docs/company/licenses/records/,,営業開始前必須
COND-ELECTRICITY-RETAIL-OBTAIN-02,pt-electricity-retail,obtain,申請書類・添付書類の整備,電気事業法第2条の11,required,docs/company/licenses/records/,,種別ごとの添付書類
COND-ELECTRICITY-RETAIL-OBTAIN-03,pt-electricity-retail,obtain,人的・物的要件の充足確認,電気事業法第2条の11,required,docs/company/licenses/records/,,責任者・設備・保証金等
COND-GAS-UTILITY-OBTAIN-01,pt-gas-utility,obtain,ガス事業許可の申請・取得,ガス事業法第3条,required,docs/company/licenses/records/,,営業開始前必須
COND-GAS-UTILITY-OBTAIN-02,pt-gas-utility,obtain,申請書類・添付書類の整備,ガス事業法第3条,required,docs/company/licenses/records/,,種別ごとの添付書類
COND-GAS-UTILITY-OBTAIN-03,pt-gas-utility,obtain,人的・物的要件の充足確認,ガス事業法第3条,required,docs/company/licenses/records/,,責任者・設備・保証金等
COND-PRIVACY-CROSS-BORDER-OBTAIN-01,pt-privacy-cross-border,obtain,個人情報の外国第三者提供に関する届出の申請・取得,個人情報保護法第28条,required,docs/company/licenses/records/,,営業開始前必須
COND-PRIVACY-CROSS-BORDER-OBTAIN-02,pt-privacy-cross-border,obtain,申請書類・添付書類の整備,個人情報保護法第28条,required,docs/company/licenses/records/,,種別ごとの添付書類
COND-PRIVACY-CROSS-BORDER-OBTAIN-03,pt-privacy-cross-border,obtain,人的・物的要件の充足確認,個人情報保護法第28条,required,docs/company/licenses/records/,,責任者・設備・保証金等
COND-EMPLOYMENT-RULES-OBTAIN-01,pt-employment-rules,obtain,就業規則届出の申請・取得,労働基準法第89条,required,docs/company/licenses/records/,,営業開始前必須
COND-EMPLOYMENT-RULES-OBTAIN-02,pt-employment-rules,obtain,申請書類・添付書類の整備,労働基準法第89条,required,docs/company/licenses/records/,,種別ごとの添付書類
COND-EMPLOYMENT-RULES-OBTAIN-03,pt-employment-rules,obtain,人的・物的要件の充足確認,労働基準法第89条,required,docs/company/licenses/records/,,責任者・設備・保証金等
